Date Accessed,User Agent - Simple,User Agent - Full,IP Address,Number of Logins,Last Date Accessed
Sun Sep 02 2018 22:04:16 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,3,Sun Sep 02 2018 23:54:37 GMT-0500 (CDT)
Sun Sep 02 2018 19:49:53 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.1 Chrome/61.0.3163.100 Electron/2.0.4 Safari/537.36 Slack_SSB/3.3.1",71.195.19.50,16,Mon Sep 03 2018 14:56:53 GMT-0500 (CDT)
Sun Sep 02 2018 19:35:32 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.51 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,8,Sun Sep 02 2018 23:32:14 GMT-0500 (CDT)
Sun Sep 02 2018 17:32:07 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.51 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Sun Sep 02 2018 17:32:07 GMT-0500 (CDT)
Sun Sep 02 2018 13:36:24 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,9,Sun Sep 02 2018 18:41:36 GMT-0500 (CDT)
Sun Sep 02 2018 13:12:54 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.207.132,1,Sun Sep 02 2018 13:12:54 GMT-0500 (CDT)
Sun Sep 02 2018 11:25:51 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.51 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,7,Sun Sep 02 2018 14:28:36 GMT-0500 (CDT)
Sun Sep 02 2018 08:41:59 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,3,Sun Sep 02 2018 09:42:27 GMT-0500 (CDT)
Sun Sep 02 2018 01:42:03 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,2,Sun Sep 02 2018 01:42:05 GMT-0500 (CDT)
Sat Sep 01 2018 22:19:53 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.208.112,10,Sun Sep 02 2018 01:28:59 GMT-0500 (CDT)
Sat Sep 01 2018 21:38:26 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.51 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,2,Sat Sep 01 2018 22:41:18 GMT-0500 (CDT)
Sat Sep 01 2018 19:24:23 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.51 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Sat Sep 01 2018 19:24:23 GMT-0500 (CDT)
Sat Sep 01 2018 19:15:07 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.1 Chrome/61.0.3163.100 Electron/2.0.4 Safari/537.36 Slack_SSB/3.3.1",71.195.19.50,18,Sun Sep 02 2018 18:27:57 GMT-0500 (CDT)
Sat Sep 01 2018 17:16:23 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.51 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Sat Sep 01 2018 17:16:23 GMT-0500 (CDT)
Sat Sep 01 2018 16:44:37 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.208.112,7,Sat Sep 01 2018 19:41:35 GMT-0500 (CDT)
Sat Sep 01 2018 13:15:46 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,4,Sat Sep 01 2018 15:28:18 GMT-0500 (CDT)
Sat Sep 01 2018 11:42:10 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.51 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,7,Sat Sep 01 2018 13:34:21 GMT-0500 (CDT)
Sat Sep 01 2018 09:55:04 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.208.112,2,Sat Sep 01 2018 09:55:06 GMT-0500 (CDT)
Sat Sep 01 2018 08:59:12 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,5,Sat Sep 01 2018 11:08:43 GMT-0500 (CDT)
Sat Sep 01 2018 06:52:08 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,1,Sat Sep 01 2018 06:52:08 GMT-0500 (CDT)
Fri Aug 31 2018 22:15:57 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.51 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,2,Fri Aug 31 2018 23:17:38 GMT-0500 (CDT)
Fri Aug 31 2018 19:46:12 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,13,Fri Aug 31 2018 23:16:02 GMT-0500 (CDT)
Fri Aug 31 2018 18:40:16 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.3.1 Chrome/61.0.3163.100 Electron/2.0.4 Safari/537.36 Slack_SSB/3.3.1",71.195.19.50,21,Sat Sep 01 2018 17:53:11 GMT-0500 (CDT)
Fri Aug 31 2018 17:27:01 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.51 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,6,Fri Aug 31 2018 19:34:44 GMT-0500 (CDT)
Fri Aug 31 2018 15:30:27 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,3,Fri Aug 31 2018 18:23:10 GMT-0500 (CDT)
Fri Aug 31 2018 09:16:35 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",50.78.231.9,13,Fri Aug 31 2018 15:41:34 GMT-0500 (CDT)
Fri Aug 31 2018 06:44:08 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,2,Fri Aug 31 2018 07:11:17 GMT-0500 (CDT)
Thu Aug 30 2018 21:43:45 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.51 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,7,Thu Aug 30 2018 22:52:55 GMT-0500 (CDT)
Thu Aug 30 2018 20:01:21 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,8,Thu Aug 30 2018 23:23:37 GMT-0500 (CDT)
Thu Aug 30 2018 14:47:08 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,16,Fri Aug 31 2018 13:51:35 GMT-0500 (CDT)
Thu Aug 30 2018 12:01:25 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",50.78.231.9,5,Thu Aug 30 2018 13:53:04 GMT-0500 (CDT)
Thu Aug 30 2018 09:27:00 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",50.78.231.9,2,Thu Aug 30 2018 09:27:02 GMT-0500 (CDT)
Thu Aug 30 2018 07:04:04 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,2,Thu Aug 30 2018 07:04:06 GMT-0500 (CDT)
Thu Aug 30 2018 01:35:58 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,8,Thu Aug 30 2018 12:36:57 GMT-0500 (CDT)
Wed Aug 29 2018 23:37:11 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.51 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,2,Wed Aug 29 2018 23:37:12 GMT-0500 (CDT)
Wed Aug 29 2018 22:20:01 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.51 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,4,Wed Aug 29 2018 23:22:36 GMT-0500 (CDT)
Wed Aug 29 2018 21:48:11 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,2,Wed Aug 29 2018 21:48:14 GMT-0500 (CDT)
Wed Aug 29 2018 21:45:53 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,2,Wed Aug 29 2018 23:18:24 GMT-0500 (CDT)
Wed Aug 29 2018 21:19:49 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.208.112,1,Wed Aug 29 2018 21:19:49 GMT-0500 (CDT)
Wed Aug 29 2018 15:31:04 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.209.224,5,Wed Aug 29 2018 16:32:26 GMT-0500 (CDT)
Wed Aug 29 2018 08:31:05 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",50.78.231.9,13,Wed Aug 29 2018 11:56:46 GMT-0500 (CDT)
Wed Aug 29 2018 06:42:01 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,4,Wed Aug 29 2018 07:17:09 GMT-0500 (CDT)
Wed Aug 29 2018 00:52:37 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,17,Wed Aug 29 2018 23:57:05 GMT-0500 (CDT)
Tue Aug 28 2018 18:33:52 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.209.224,1,Tue Aug 28 2018 18:33:52 GMT-0500 (CDT)
Tue Aug 28 2018 17:37:24 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,7,Tue Aug 28 2018 22:42:44 GMT-0500 (CDT)
Tue Aug 28 2018 17:02:10 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,2,Tue Aug 28 2018 18:07:45 GMT-0500 (CDT)
Tue Aug 28 2018 12:46:38 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.209.224,2,Tue Aug 28 2018 13:05:56 GMT-0500 (CDT)
Tue Aug 28 2018 09:50:20 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,9,Tue Aug 28 2018 22:44:13 GMT-0500 (CDT)
Tue Aug 28 2018 09:40:15 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",50.78.231.9,9,Tue Aug 28 2018 15:54:09 GMT-0500 (CDT)
Tue Aug 28 2018 08:46:13 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Tue Aug 28 2018 08:46:13 GMT-0500 (CDT)
Tue Aug 28 2018 07:58:17 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.209.224,1,Tue Aug 28 2018 07:58:17 GMT-0500 (CDT)
Tue Aug 28 2018 07:29:26 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,1,Tue Aug 28 2018 07:29:26 GMT-0500 (CDT)
Tue Aug 28 2018 07:26:02 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.206.200,1,Tue Aug 28 2018 07:26:02 GMT-0500 (CDT)
Tue Aug 28 2018 07:15:46 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.206.254,1,Tue Aug 28 2018 07:15:46 GMT-0500 (CDT)
Tue Aug 28 2018 07:12:12 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.79,1,Tue Aug 28 2018 07:12:12 GMT-0500 (CDT)
Tue Aug 28 2018 06:33:19 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,4,Tue Aug 28 2018 07:20:29 GMT-0500 (CDT)
Tue Aug 28 2018 06:30:08 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.69,4,Tue Aug 28 2018 06:54:00 GMT-0500 (CDT)
Tue Aug 28 2018 06:21:33 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.178,2,Tue Aug 28 2018 06:25:40 GMT-0500 (CDT)
Tue Aug 28 2018 05:40:46 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.152,5,Tue Aug 28 2018 07:02:26 GMT-0500 (CDT)
Tue Aug 28 2018 05:25:14 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.206.217,2,Tue Aug 28 2018 05:29:54 GMT-0500 (CDT)
Tue Aug 28 2018 05:15:39 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.64,2,Tue Aug 28 2018 05:16:05 GMT-0500 (CDT)
Tue Aug 28 2018 05:03:35 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.174,2,Tue Aug 28 2018 05:03:48 GMT-0500 (CDT)
Tue Aug 28 2018 04:53:11 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.206.188,2,Tue Aug 28 2018 04:56:34 GMT-0500 (CDT)
Tue Aug 28 2018 04:40:08 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.13,2,Tue Aug 28 2018 04:42:33 GMT-0500 (CDT)
Tue Aug 28 2018 04:33:48 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.92,2,Tue Aug 28 2018 04:34:16 GMT-0500 (CDT)
Tue Aug 28 2018 04:13:32 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.215,2,Tue Aug 28 2018 04:13:52 GMT-0500 (CDT)
Tue Aug 28 2018 03:59:52 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.206.234,2,Tue Aug 28 2018 04:05:42 GMT-0500 (CDT)
Tue Aug 28 2018 03:14:21 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.57,3,Tue Aug 28 2018 03:38:13 GMT-0500 (CDT)
Tue Aug 28 2018 03:01:14 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.154,3,Tue Aug 28 2018 03:06:23 GMT-0500 (CDT)
Tue Aug 28 2018 02:34:12 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.45,4,Tue Aug 28 2018 02:43:15 GMT-0500 (CDT)
Tue Aug 28 2018 02:19:50 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.171,3,Tue Aug 28 2018 04:21:46 GMT-0500 (CDT)
Tue Aug 28 2018 02:09:05 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.218,1,Tue Aug 28 2018 02:09:05 GMT-0500 (CDT)
Tue Aug 28 2018 01:43:08 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.117,2,Tue Aug 28 2018 01:43:12 GMT-0500 (CDT)
Tue Aug 28 2018 00:39:31 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.206.181,3,Tue Aug 28 2018 00:49:05 GMT-0500 (CDT)
Tue Aug 28 2018 00:19:43 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.141,3,Tue Aug 28 2018 00:33:48 GMT-0500 (CDT)
Mon Aug 27 2018 23:49:47 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.86,2,Mon Aug 27 2018 23:49:51 GMT-0500 (CDT)
Mon Aug 27 2018 23:27:29 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,2,Tue Aug 28 2018 01:16:15 GMT-0500 (CDT)
Mon Aug 27 2018 23:16:57 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.206.193,3,Mon Aug 27 2018 23:32:03 GMT-0500 (CDT)
Mon Aug 27 2018 23:03:12 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.53,2,Mon Aug 27 2018 23:03:48 GMT-0500 (CDT)
Mon Aug 27 2018 22:09:49 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.158,2,Mon Aug 27 2018 22:09:55 GMT-0500 (CDT)
Mon Aug 27 2018 21:56:52 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",73.94.207.254,2,Mon Aug 27 2018 21:56:55 GMT-0500 (CDT)
Mon Aug 27 2018 18:50:53 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.2.0 Chrome/61.0.3163.100 Electron/2.0.2 Safari/537.36 Slack_SSB/3.2.0",71.195.19.50,2,Mon Aug 27 2018 20:02:40 GMT-0500 (CDT)
Mon Aug 27 2018 17:17:02 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,11,Mon Aug 27 2018 23:24:55 GMT-0500 (CDT)
Mon Aug 27 2018 17:04:18 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,6,Mon Aug 27 2018 21:19:27 GMT-0500 (CDT)
Mon Aug 27 2018 14:47:31 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Mon Aug 27 2018 14:47:31 GMT-0500 (CDT)
Mon Aug 27 2018 14:25:31 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.209.224,3,Mon Aug 27 2018 15:33:48 GMT-0500 (CDT)
Mon Aug 27 2018 12:44:22 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,1,Mon Aug 27 2018 12:44:22 GMT-0500 (CDT)
Mon Aug 27 2018 11:15:25 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",107.77.209.224,2,Mon Aug 27 2018 12:17:44 GMT-0500 (CDT)
Mon Aug 27 2018 08:40:50 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/3.50 (iPad; iOS 11.4.1; Scale/2.00)",71.195.19.50,2,Mon Aug 27 2018 09:49:05 GMT-0500 (CDT)
Mon Aug 27 2018 06:45:29 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/3.50 (iPhone; iOS 11.4.1; Scale/3.00)",71.195.19.50,3,Mon Aug 27 2018 08:42:28 GMT-0500 (CDT)
